text,sentiment
Does not feel good at all today,worry
@tweerrerbot  Well I was following you because I think your interesting ... and I was right,love
"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",enthusiasm
I forgot I have lumpia and pancit in my fridge from last night! Yay,happiness
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,worry
@joeymcintyre You bet!...I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx  x,love
"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",love
"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",worry
@ladybee_5652 ... =D ok wassup,worry
@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,happiness
"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too",love
so bored!!,neutral
My mind is calm &amp; my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,worry
@eraticschematic I'm pretty bored with it too,sadness
each day is a new beginning,relief
@Jayisfly Jess is invited just not me  I feel really unloved by u AND Aj right now hahaha!,sadness
@cyberprvideo heard of. And you're the first to mention him to me!,happiness
@Buffalo_Souljaa I couldn't eat 2,neutral
@MitaliandMe thanks for trying,relief
fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!,enthusiasm
@MrNutt blues for me please,empty
going to another birthday party tonite,happiness
i think i just good stood up...,sadness
@VVbrown It just sucks that I'm stuck in an office  but I have you at Selfridges to look forward too.,hate
@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!,sadness
@_Chelsea_Marie wow u might have bad days lately ...  Sorry... Where are you workin ?,worry
I'm gonna wear my new purple converse today,love
Oh no!  Nighty night.,surprise
omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,sadness
"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",happiness
@SusanCosmos @speakgirl Thx 4 sharing!,happiness
I'm such a chicken,neutral
@YESandME Mornin' birdie!  Have a fun-filled day sweets.,worry
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,happiness
Oh..I'm so borin'.. why not play the computer?? My mom's say: because your makin' task..!!,empty
"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj",happiness
Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?,surprise
@hellokittylei on a day like this...,neutral
@dgottesman Happy Birthday!,love
@Peeperrzz URGHHHHHHHHHH your makeing me cry,worry
@bioncaaa  so thats how u spent ur weekend so far?,neutral
@stephenjerzak awww i didnt pass my speech,sadness
@MrsSeear me too! Yay he got in. And the other kid who cries a lot,relief
@skotcarruth i like it,fun
@aditya page genny to rescue you,fun
@photogoat cool photo  is that outside your place?,neutral
likewise @Buttahbrown you better ask about me ;)  I don't appreciate you neglecting the sir fresh.,sadness
this one's for the children..the children of the world....again i say happy mommies day to all and me too,happiness
Saw the new Star Trek movie the other day. I strongly recommend it!,fun
Aw. The sky is weeping.,relief
It's supposed to be even hotter today than yesterday.  Wearing shorts to work.,empty
I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.,happiness
"@staceyclarkin More than welcome...would love to do more physically, but family life doesn't allow",worry
"I love my daddy, but I don't want to go to his house today.",empty
We're all a little upset cause Stephanie didn't bring brownies today.,sadness
@LGDADON it makes perfect sense. I guess i am very down to earth. Thanks for your reply,happiness
eating some dark chocolate peanut m&amp;ms,neutral
"@czarinas78 Ah  So you've seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",happiness
omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,sadness
"@ben_stiller They sure DO. More than 40,000 to boot!",fun
about to take my mum out for jewellery shopping and a coffee for mothers day,happiness
Oh gosh how I want the party to be over and done with already.,relief
"&quot;I don't like Monday, i wish it were sunday, cause that's my fun day.&quot;  that was my freaking jam when i was little.   i miss it.",fun
@tferriss That's very funny.  Cute kids.,surprise
@CapAtomyc That link isn't working for me for some reason,hate
OMG. Today felt like the last day of school! it's horrible!,sadness
@OMS_AOP It has moved away from my house and must have found its way to yours,neutral
@RetroRewind Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe,love
@cember_ember yay! thanks.  cover-i sad ang alist please. ),neutral
I'm sooo HAPPY Demi's back on twitter!,happiness
@Pebbles945 http://twitpic.com/4jcf1 - Looks great!  Love the way they did the bottom.,love
@Lidybeth inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,worry
@StoneBrewingCo um... thats my favorite beer!! why must you torture me so when I can't make it down there!!,happiness
@so_zwitschert There's supposed to be a &lt;3 at the end of my last tweet but I guess twitter ate it,neutral
@jrathburn Good mornin' Jason! Ready for a fresh new week as well!,happiness
@heathervescent sorry didn't get to see you,worry
i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,worry
DotA is an addiction...i waste 6-7 hours playing dota,fun
can't be arsed to get out of bed  hello sunshine,happiness
@danielradcliffe Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom,happiness
WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,fun
we can get a temporary tattoo. I would be totally sad if he died.,worry
Feeling pretty poo today,sadness
cooking with my dad  having lots of fun in the kitchen together,fun
Wondering if twitter will be fixed for my phone any time soon...,worry
"@SuzyDaFloozy we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",relief
@ztnewetnorb i agree with @masterballerina spongebob is better,love
@x_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,hate
"hey life, i love you!   (translation: i love life!)",love
im sick and sad its cold,sadness
@JasonBradbury YES! but keep them coming,enthusiasm
@littlereddr WHAT! That's a sin!,surprise
@goddessprogress thanks for the follow,neutral
"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza",neutral
@gfalcone601  im sooo excited!!,surprise
WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...,happiness
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,sadness
i wanna go out,sadness
@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts,surprise
Wants milk,sadness
Hates having to sleep alone,sadness
Beer pong  at 6am  with jess,happiness
@Ainz90 anyday! I hate living here!,hate
Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,hate
"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens.",neutral
@MissJoJoSmith I was thinking there should be a thumbs down button for Cry me a river.,hate
"@theroomstops Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!",worry
hates typing on a mac. wishing that i'll be done my english essay soon.  sleeeepy,hate
"@ChesterBaker not so awesome now, huh? LOL",fun
ok...so i'm Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like shit,worry
"@misspache  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",worry
@macmuso not in Hobart sorry,sadness
@Cadistra   when do you find out?,surprise
@MicaR yup it gets better again after S4,happiness
Waking up early to go to the gym,happiness
So aparently my Out of Sight album sampler cd only has the video on it,fun
feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux,sadness
@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,happiness
@StickySoyChai well that propels people to change direction. No point wasting your days on something you lost the passion for.,relief
"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet.",happiness
@totalblonde70 ohh i would def give it 2 u but tht was kenyatta's cam not mine  sry but i want tht pic 2,surprise
huh? its 1 am already? shucks,surprise
@fcharlton Seesmic Desktop seems pretty good. Nice find,love
@kupcakes welcome to my life,neutral
@SU2C unfortunately I am stuck at work so I can't get said prize,worry
"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it.",sadness
@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family,sadness
@Stephanie0285 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,worry
The humpalow um ya I think so... Cell is dying,worry
@medscholar08 thanks.. but im not sure im comfortable with such a sudden surge.. will be difficult to keep in touch with every1..,worry
I had an amazing night with my friends!!!  now I am losing my voice!,happiness
@momtoboysx3 I'm here if u need to vent!,worry
@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--,sadness
"Of all things good and awesome about shooting destination weddings, I'll miss my baby girl for few days.   #fb",worry
"@wicked12 So, the official transition from Donathan to Danathan has occurred?  Want 2 sell me ur shirt?",neutral
Six Flags this weekend? Sounds right!,relief
Else find this extremely unfair and unjust. The people spoke about the mmj laws 10 years ago here and yet our voices are still not heard.,worry
@mousebudden I'ma need you to follow me real quick cause I can't DM you,neutral
@gregxgore Make her something. Buying something is too impersonal. She's your mom!,fun
I don't want to apply for jobs!!!,hate
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",sadness
"wow, i broke my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany.",relief
Oh noes! The TV is broken  No red standby light or anything... checked the plug fuse... now to the inside,worry
@moeneekah i hope he does ; join @dailybooth and you'll find one,neutral
Just got a Ipod touch  Downloading apps for it now.,neutral
Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn't so far away,sadness
"@Mcpattz ouch, thats your achy back...so sorry ... i didnt mean to cause you pain",worry
"@WatariGoro Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess.",relief
"@joelmchale Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He's in the nosebleeds, so really SHOUT out",love
@1Shan no sir...i woulda put honey...but i don't have any,sadness
@wojo4hitz @marchingstars @winkiedinkie @erockett89 Now I feel left out...  All alone in AZ...lol,sadness
@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.,worry
@Mandarific well on a day off you owe it to yourself to sleep in late,happiness
On the phone to mum  http://tinyurl.com/otdn9u,neutral
@Jay_RachineA oh so you said you good-byes and hugs  my dad left around 4 in the morning so I woke up to an empty house i'm pretty scared.,love
@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u,happiness
@fredwilson I'm currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,neutral
@Pickleybaby - your twitter is broken,worry
Good morning everyone,happiness
missed my friggin hair appt!!!,sadness
Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j,sadness
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,neutral
happy mommys day!,love
"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey",neutral
being bored at home! Tomorrow i've got to work all day!,worry
@theroughguide at least I have an ironed shirt and i'm not really shockable.  hope you have a good day. Xxxx,relief
Saturday Night Live in 3 minutes  Jimmy should still be on it.,worry
@supergirlnancy sorry  All the codes I have are posted on our site,sadness
good morning people !! in good old germany is it soooo cold,happiness
@Rapetzel Haha! Thanks! It's the inane grin from grading. Some students have been really fascinating this semester,love
Yeah. It's sad.,worry
@deleonthegreat lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,surprise
"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*",sadness
@Snowgirl1972  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,neutral
Headache of the century coming- I can feel it  Fuck.,sadness
@JustTeaching haha nice to know I'm not alone! Working in the BBC and can't see it,relief
@l3ree im glad you got on twitter. I love you baby,love
Chilling out listning to Seal!!,happiness
man u know things get very interesting sometimes lolll....im just 2 damn good,neutral
"i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent.",neutral
odd i tried to call mitchel musso but it dosent work....,worry
@theellenshow get @kalebnation the twilightguy on your show,surprise
ugh i wish this school year would go faster so i can move on in life,sadness
@lyndygirl any suggestions on how to get rid of that lovely gasoline smell? As it is still in my car,worry
"@MedicQT geez, 15 years? You'd think they would have had that checked out years ago!",neutral
@LadyFarrahGiano how's the baby fever,neutral
Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..,surprise
Hmmm. http://www.djhero.com/ is down,worry
"not feelin 2 well  im not sick, jus feel like blah... (especially my stomach) anotha 7 hours 2 go, but workday is so far so good.",worry
@DanInBarca mmMmMm I've been craving sweet potatoes and almonds I'm going to have to incorporate those super foods tomorrow,neutral
@stuartnewman So sorry  Definitely getting it out this weekend.,worry
"@ryan_leslie I love the video!! You are inspiration Mr. Leslie, can't wait for the new album still rocking the debut.",love
Just saw G.O.D perform I love you I thank you by MC Mong.,worry
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",relief
will continue my dramathon! episode 14 here i come!,neutral
@mileycyruuus what are u doing now ??,neutral
FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,happiness
@Hyperopia That's gorgeous. I'll check out your new pics!,worry
need a lots of moneeeeeeeeeeeeeeeey,neutral
@souljaboytellem Good night,neutral
@NeverTooSure i know  its nice haha,fun
thirty minutes turned into three hours. oops,sadness
"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",happiness
why wont the wii get Paperboy on virtual console,surprise
G'night world. Vacations have to end some day.,sadness
wishes she was in Boston for DMB,enthusiasm
Dinner and A Movie with the Hubby,surprise
"http://twitpic.com/4wsxi   F3 w (demo) aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",neutral
Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; heels,happiness
going to Glasgow...,neutral
@forevertanoya awww dnt say that. I wanted to see it  how bad is it?,worry
My shirt is a fuzz magnet today and I feel totally uncomfortable,worry
still waiting,neutral
@mbloomer64 awww. If I coukd send it from my phone I would. What kind of flair would you like?,love
@BeShirtHappy I know what you mean. My little dog is sinking into depression... he wants to move someplace tropical,worry
"@foursquare any chance you'll have  a Madison, WI location soon?  maybe too small...",neutral
@Youngbanks206 did you already get your update? I havent yet,worry
"Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!",fun
Getting into the swing of things. I miss someone,sadness
aaaaaah. that's better. a proper cup of cafe con leche with fat milk ... and a little bit of cinnamon sugar,neutral
"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental.",neutral
Skipping school like all the cool kids do,happiness
Happy Mother's Day!,love
I need a Xanax and have none,worry
"@celikins Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!",happiness
@therobertmorris http://twitpic.com/4wdnn - awesome.,neutral
"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby",worry
loving that spring definitely seems to be here now,love
I think i pinched something in my neck.,worry
haha. i love you too aimeeeeeee!,love
"@SonjaNorwood ,,, hey mom,,",enthusiasm
@Sunflowerygirl especially if you're with a vampire,empty
ewww exams next week . i dont think i can do it  ahhhhhhhhhhhhhh,neutral
Another HD - my lecturer was gob smacked by how good our presentation was,happiness
@Janelliebeans I don't even remember what's on there!!!,surprise
@KimKardashian i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,love
Miss simpatia: votem em mim!,empty
Up was pretty good. It was kind of depressing though,sadness
@bungandy easy for you to say. you walk away first.  I'm sorry but I'm not ready yet. I haven't finish caring for you.,worry
Rey Mysterio is so awesome,happiness
@disavian: saw it yesterday. Pretty good.,surprise
just got in. I have the best friends,love
seriously getting hurt.... 4 days before nationals.. what a joke,worry
"@ShawnRobinson thanks for the follow, your family photo is beautiful  happy mother's day to your wife!",love
Happy Mothers Day Mum,happiness
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,neutral
"@jacquelinesteps Thanks!  Actually, when I first got my twitter, my pictures wouldn't upload either. But they upload, it just takes a",worry
Thanks to @ksatnews and @doublepunching for the updates on tonight votes.,happiness
"@andrewagarcia That's what's up hah. I'm great, thanks  Just waiting for all the craziness to take off.",neutral
trying to figure it out,worry
3 margs. Driving home in the rain now,neutral
"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !",love
"Arghh, just found out @ianknaan is going to be here at Rock the Bells and I can't go",sadness
"@joeymcintyre when you get your grill taken care of this morning how about a quick shot of the hands.  Don't ask why, just do it",worry
@PandaMayhem my kid is sick too tho..i can't do it by myself.  i can't go there by myself like a crazy stalker,worry
@Hyperopia feeling better now that it' breakfast time,happiness
"@kirstiealley ROFLMFAO!!!! You love us better, don't you!",love
@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere,neutral
@jamesh_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It'll be in before that! I hope,neutral
"@GettingFreedom @AmysFinerThings We don't feel too comfortable using it. It's not awful, but pretty icky.  Scurrying to find a deal...",worry
everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz,sadness
@lisardggY Thanks for the info,neutral
@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta,sadness
Good Morning Twitts! Another GloOmy day in NYC!,neutral
is enjoying the nice weather but has been stuck indoors writing an essay for most of it,happiness
http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again,happiness
Aiden KNIVES out May 12th www.myspace.com/aiden. excited!!!!!,enthusiasm
Oh my poop. Stupid Twitter won't let me put up a new picture.,sadness
@Jaceyjaden whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman's interview at Oprah.,fun
"@suzanella I missed mine, too. Not fun...",sadness
"Working on a bank holiday, but I don't mind - it's all good fun",worry
Is wondering why my messages aren't going anywhere ;( I am trying to learn how to tweet &amp; it isn't turning out so hot,worry
happy belated birthday francesc fabregas! wish you all the best fabre,neutral
@GuitarHeroDevs Why online one download this week?,worry
@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said he'd disown me if i posted it ~   sowey,surprise
@aly_jo3 I want a hug,love
@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,worry
En el salon.. Que caliente el blower ouch,worry
Damnit. I have run out of candy coated books.,worry
Scotts the only guy for me   Good night&lt;3,neutral
@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happiness
@Suziebee123 yes dear....  ... I'm opff bbl8r,sadness
graphic design..should be making a business card..but im on TWITTER!,neutral
Arrested in the hotel,sadness
@jayde_nicole http://twitpic.com/4t6qx - i have the exact same pic except it's my hubby &amp; my chihuahua tucker   very cute.,love
at Shriya's,neutral
"Nina was on my lap, but just decided to jump off",neutral
Can't understand why I'm not getting any response,worry
i need to go out of office again.. i am melting..,worry
"@vibzfabz Hey, you change your twitter account, and you didn't even tell me...",surprise
@LD2k @kampashai sitting next to magicmoment,relief
Having a good...no great day already &amp; Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,relief
Good morning World! Happy Star Wars Day! May the 4th be with you!,love
I'll go now.I'll watch teen nick!,fun
@lislBR My brother shared his microbes with me,worry
St joe is dirty.,worry
"@DirtyRose17  told you, you would sweep haha :-p",happiness
@aminakader my thoughts exactly,neutral
@loribot my music collection will be coming up to 250gb soon.  haha,love
Im craving some cinnamon toast crunch. Why is it so cold today!!,neutral
not feeling too great today,sadness
@tattoos1985 is it seven yet?,neutral
@JanetRoper  Indeed. Maybe somebody needs a new cat.,surprise
I realllly miss my parents backyard and hammock. reallly bad.,sadness
@heavenlykevinly You go to sleeeeeeepz,sadness
going to into freo today with the mother,neutral
I think the rain killed my phone,worry
@yagelski Thanks for the tip on otherinbox...  It won't work with outlook for me...,empty
@tobinharris brilliant! Best tool of the year,happiness
@taylorswift13 Hayley Williams is pretty much amazzing,neutral
Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg,happiness
Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,happiness
Aaarrrgh! I sooo want to see @johnlegend at MSG in August but dammit the decent seats are expensive. Booooooo recession!,sadness
@esmeeworld Hey Esmee. How U doing?,neutral
"Once again, I'm dealing with cancer in my direct family. Bugger  Cancel sucks!",sadness
i just murdered two fucking mouses!!! now i cant sleep,hate
@ZachyHxC54 haha it scared the shit out of me.,love
@LiquidToffee No plans tonight? .............,neutral
i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.,sadness
@RWAneesa have a safe flight...,relief
Missin my boo,sadness
"@DAChesterFrench DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",neutral
Hanging with Megan Brooks. Best girl in the world,love
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,sadness
@KrissWouldhowse I WANNA GO.,enthusiasm
What's up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,surprise
@zanylikethat Awwwww.,hate
My mind automatically wakes up at 7. Huge fail -- it's SUMMER!  Good morning nonetheless. Gonna get ready for work now.,neutral
@sianhughes_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,sadness
@asiareeves I'm just glad it turned out okay for you!,relief
@lenje - Still a pity it comes with no lamb though,sadness
"@merchantships You're welcome!  Math is really *not* my favorite thing but it's also so useful, so...",neutral
Is sick to death of doing French prep. I feel like killing a bitch.  chgehcfncshvd,hate
i hope unni will make the audition . fighting dahye unni !,worry
@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him.,hate
"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",neutral
@UndeniableQueen ooooo i love pretty feet,love
"@dashkaaa we always miss each other, don't we?",love
"@gotsthepeppa woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia",worry
might be at cornerstone this year,neutral
"I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed",hate
I am unhappy,worry
@xsub1 Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,happiness
I really want to go see UP!  haha. Tooo cute! (:,enthusiasm
@kelliekado Happy Birthday! I hope you are doing well and had a great Birthday day,love
"@IRON100 personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08",worry
http://twitpic.com/4wsy6 - Beauty.  Going out now!,love
on that note - i do not feel missed.,relief
Looking at my daughters baby pictures makes my heart hurt,sadness
feeling like I'm gonna fall asleep any time now but I can't.,worry
@tracybegins me too bb,neutral
Google Chrome forgot what everything looks like for some reason,neutral
"@jeffieruth OMG, POOR Jack.  That happened to @jisbellemtp 's dog one time. Hope he gets better soon.",worry
will be very hard to go back to work this morning- 4 straight days at disneyland tends to do that,hate
Fuuudge. Movie store is closed,sadness
@chishiki Welcome back to Japan,surprise
@amnitaleandra Ow. Okay.  It's good you're better now.,relief
ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ &quot;cat resort&quot; but Jonesy won't have much company @ dad-in-law,worry
its too hot in my room. i wanna go swimming.,worry
"@gingerying if you decide to take a break on your paper..the link is a perf-choreo, cute&amp;cheesey but enjoyable   http://tinyurl.com/ddnqv5",relief
I had fries and an ariZona at 1130 and that's the only thing I ate today.  feeeeeed meeeeee,neutral
"today was boring, but i did a lot of homework. tomorrow should be amazing, i can't wait.",enthusiasm
you know what's today? no? it's the Star Wars day you ass!,surprise
"@jensen_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte",happiness
i neeeeeeeed music suggestions but no one will give them,sadness
@poohbaby91 hey you WHORE!! that's kinda mean dont yu think?!,neutral
happy mother's day,love
Good mornin' everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,love
Filling out paperwork.,neutral
you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,love
"@filmscoregeek Thanks for the R, but, sorry, the LOTR was spam.",worry
Revamping my recording studio today and adding some nice high end outboard gear...very exited!,surprise
A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow,love
"@lbutterworth I know, twitter is depressing me tonight",sadness
webcam still wont work  evil stuffs.,worry
I dont want to be ugly anymore,sadness
"Starting my internship today, pretty excited!",happiness
"@Tyrese4ReaL thanks, I deserve it.",love
i have much to learn,neutral
@tom_conrad you take such good photos.,happiness
I used to have a remote for my tv.,neutral
i had walkathon this morning.  and i'm among the first who arrived at the finishing line!,neutral
@QUEENKAK oh thank you thank you! Was hoping the video will be online,happiness
@tommcfly aww we love you too,love
"At work surprisingly happy all things considered, ahhhh loveliness",surprise
@Jordanbrown Get her Clogging Shoes,worry
"..my mother just WON the City of Terrell, Texas District 2 'City Council' Seat  ..i'm M.i.A lol HAPPY MOTHERS DAY",happiness
i am soo fucking sick of wades mood swings... uhh i hate him.. he's an asshole!! ahhhh,surprise
@Rove1974 If you mention this twitter group to your followers I would be very grateful,relief
Made a bomb and it blew in my mouth!..just made the best F*ing dinner!,happiness
@TinPanAlley Sorry bro  That's rough.,sadness
@tinchystryder I'm going big weekend  cant wait to see u! x,surprise
"@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better!",sadness
@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!,worry
@mileycyrus EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOESN'T WORK AT ME I'M #FRUSTRADED :@,worry
Watching Ripley's Believe it or Not while eating=bad choice,neutral
good afternoon.  http://plurk.com/p/suyev,neutral
@ClothCoutureLLC no problem.  i wasn't really sure what i was doing.  it was some application on the twibe page.,neutral
a bit worried...,worry
"@londicreations  I don't mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",worry
losing weight  check the pic,neutral
@rustycoon Edgefest!  or maybe  since you're driving...,worry
@billiemcfly she said no not to nite  x,sadness
Happy Mommy's  Day to all you moms,happiness
@pennydog nope! especially as you have just got them and they're still settling,neutral
I don't know what to do about tomorrow,worry
Pub crawling through NE pdx,love
@Bronzethumb Thank you.,surprise
Good episode of Top Gear tonight.,happiness
heading to work,neutral
awesome night in the city,surprise
wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert,neutral
Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,neutral
tea numver 7  (i may start on the coffee in a minute but that has way too much caffene in :S),enthusiasm
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing,neutral
@mrgarbutt TWEET 42,surprise
@aannniieee uuuugh  i hate everything,worry
"driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson",worry
"@hypnoticzexy Ooooh, so you're the dream husband. lol =D I saw Stranthorpe on a map today and thought thought of dear Shea! lol",fun
"@zuzu I didn't get a lot of sleep myself last night. And it is a good thing, reading",worry
"@animesnob yeah i checked it, pretty nice site",worry
Chillin.. Uploadinng The Videos I Took On [MySpace].  The Showw Was Awesomme!,happiness
"is abit happier at the thought that Ashleigh &amp; Loocie with be here soonish, but sad to miss her S-ane  ;)",worry
some relaxation. so much things on my list... but really not that much,love
says I LOVE YOU MOM  http://plurk.com/p/svm0w,love
@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,happiness
back from the trip,neutral
has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,sadness
@hi_sweetye I hope so,neutral
